name,tab,start_time,end_time,path_to_file,parent,gain_db
Por 8 Mil Eu Compro Uma Falcon,Memes,00:00:00.000,00:00:08.822,sounds/Memes/Por 8 Mil Eu Compro Uma Falcon.mp3,,-6.0
Por 8 Mil Eu Compro Uma Falcon - part 1,Memes,00:00:00.000,00:00:02.205,sounds/Memes/Por 8 Mil Eu Compro Uma Falcon.mp3,Por 8 Mil Eu Compro Uma Falcon,-5.1
Por 8 Mil Eu Compro Uma Falcon - part 2,Memes,00:00:02.205,00:00:04.411,sounds/Memes/Por 8 Mil Eu Compro Uma Falcon.mp3,Por 8 Mil Eu Compro Uma Falcon,-5.5
Por 8 Mil Eu Compro Uma Falcon - part 3,Memes,00:00:04.411,00:00:06.616,sounds/Memes/Por 8 Mil Eu Compro Uma Falcon.mp3,Por 8 Mil Eu Compro Uma Falcon,-6.0
Por 8 Mil Eu Compro Uma Falcon - part 4,Memes,00:00:06.616,00:00:08.822,sounds/Memes/Por 8 Mil Eu Compro Uma Falcon.mp3,Por 8 Mil Eu Compro Uma Falcon,-6.0
Quero Cafe,Memes,00:00:00.000,00:00:06.139,sounds/Memes/Quero Cafe.mp3,,-6.4
Quero Cafe - part 1,Memes,00:00:00.000,00:00:01.535,sounds/Memes/Quero Cafe.mp3,Quero Cafe,-6.4
Quero Cafe - part 2,Memes,00:00:01.535,00:00:03.070,sounds/Memes/Quero Cafe.mp3,Quero Cafe,-6.5
Quero Cafe - part 3,Memes,00:00:03.070,00:00:04.604,sounds/Memes/Quero Cafe.mp3,Quero Cafe,-6.4
Quero Cafe - part 4,Memes,00:00:04.604,00:00:06.139,sounds/Memes/Quero Cafe.mp3,Quero Cafe,-6.4
Sanduiche-Iche,Memes,00:00:00.000,00:00:01.674,sounds/Memes/Sanduiche-Iche.mp3,,7.0
Sanduiche-Iche - part 1,Memes,00:00:00.000,00:00:00.418,sounds/Memes/Sanduiche-Iche.mp3,Sanduiche-Iche,7.0
Sanduiche-Iche - part 2,Memes,00:00:00.418,00:00:00.837,sounds/Memes/Sanduiche-Iche.mp3,Sanduiche-Iche,7.0
Sanduiche-Iche - part 3,Memes,00:00:00.837,00:00:01.256,sounds/Memes/Sanduiche-Iche.mp3,Sanduiche-Iche,7.0
Sanduiche-Iche - part 4,Memes,00:00:01.256,00:00:01.674,sounds/Memes/Sanduiche-Iche.mp3,Sanduiche-Iche,7.0
Serjao - Matador De Onca,Memes,00:00:00.000,00:00:15.456,sounds/Memes/Serjao - Matador De Onca.mp3,,-0.9
Serjao - Matador De Onca - part 1,Memes,00:00:00.000,00:00:03.864,sounds/Memes/Serjao - Matador De Onca.mp3,Serjao - Matador De Onca,-0.3
Serjao - Matador De Onca - part 2,Memes,00:00:03.864,00:00:07.728,sounds/Memes/Serjao - Matador De Onca.mp3,Serjao - Matador De Onca,-1.3
Serjao - Matador De Onca - part 3,Memes,00:00:07.728,00:00:11.592,sounds/Memes/Serjao - Matador De Onca.mp3,Serjao - Matador De Onca,-1.1
Serjao - Matador De Onca - part 4,Memes,00:00:11.592,00:00:15.456,sounds/Memes/Serjao - Matador De Onca.mp3,Serjao - Matador De Onca,-0.9
Smzinho - Motivacional,Memes,00:00:00.000,00:00:50.112,sounds/Memes/Smzinho - Motivacional.mp3,,1.9
Smzinho - Motivacional - part 1,Memes,00:00:00.000,00:00:12.528,sounds/Memes/Smzinho - Motivacional.mp3,Smzinho - Motivacional,3.5
Smzinho - Motivacional - part 2,Memes,00:00:12.528,00:00:25.056,sounds/Memes/Smzinho - Motivacional.mp3,Smzinho - Motivacional,2.5
Smzinho - Motivacional - part 3,Memes,00:00:25.056,00:00:37.584,sounds/Memes/Smzinho - Motivacional.mp3,Smzinho - Motivacional,1.8
Smzinho - Motivacional - part 4,Memes,00:00:37.584,00:00:50.112,sounds/Memes/Smzinho - Motivacional.mp3,Smzinho - Motivacional,1.9
Tai Lung - Como Nao Posso,Memes,00:00:00.000,00:00:26.525,sounds/Memes/Tai Lung - Como Nao Posso.mp3,,2.2
Tai Lung - Como Nao Posso - part 1,Memes,00:00:00.000,00:00:06.631,sounds/Memes/Tai Lung - Como Nao Posso.mp3,Tai Lung - Como Nao Posso,2.4
Tai Lung - Como Nao Posso - part 2,Memes,00:00:06.631,00:00:13.262,sounds/Memes/Tai Lung - Como Nao Posso.mp3,Tai Lung - Como Nao Posso,2.3
Tai Lung - Como Nao Posso - part 3,Memes,00:00:13.262,00:00:19.894,sounds/Memes/Tai Lung - Como Nao Posso.mp3,Tai Lung - Como Nao Posso,2.6
Tai Lung - Como Nao Posso - part 4,Memes,00:00:19.894,00:00:26.525,sounds/Memes/Tai Lung - Como Nao Posso.mp3,Tai Lung - Como Nao Posso,2.2
Tecnológia,Memes,00:00:00.000,00:00:12.074,sounds/Memes/Tecnológia.mp3,,-1.3
Tecnológia - part 1,Memes,00:00:00.000,00:00:03.018,sounds/Memes/Tecnológia.mp3,Tecnológia,0.6
Tecnológia - part 2,Memes,00:00:03.018,00:00:06.037,sounds/Memes/Tecnológia.mp3,Tecnológia,-1.5
Tecnológia - part 3,Memes,00:00:06.037,00:00:09.056,sounds/Memes/Tecnológia.mp3,Tecnológia,-1.3
Tecnológia - part 4,Memes,00:00:09.056,00:00:12.074,sounds/Memes/Tecnológia.mp3,Tecnológia,-1.3
This Manuevre Is Gonna Cost Us 51Y,Memes,00:00:00.000,00:00:03.976,sounds/Memes/This Manuevre Is Gonna Cost Us 51Y.mp3,,4.1
This Manuevre Is Gonna Cost Us 51Y - word 1,Memes,00:00:00.300,00:00:00.880,sounds/Memes/This Manuevre Is Gonna Cost Us 51Y.mp3,This Manuevre Is Gonna Cost Us 51Y,4.5
This Manuevre Is Gonna Cost Us 51Y - word 2,Memes,00:00:00.920,00:00:01.160,sounds/Memes/This Manuevre Is Gonna Cost Us 51Y.mp3,This Manuevre Is Gonna Cost Us 51Y,4.1
This Manuevre Is Gonna Cost Us 51Y - word 3,Memes,00:00:01.260,00:00:03.976,sounds/Memes/This Manuevre Is Gonna Cost Us 51Y.mp3,This Manuevre Is Gonna Cost Us 51Y,4.1
Vamos Usar Droga Desgracaaaa,Memes,00:00:00.000,00:00:04.886,sounds/Memes/Vamos Usar Droga Desgracaaaa.mp3,,-10.1
Vinheta - Faz o L,Memes,00:00:00.000,00:00:04.017,sounds/Memes/Vinheta - Faz o L.mp3,,-3.5
Vinheta - Faz o L - word 1,Memes,00:00:00.300,00:00:00.980,sounds/Memes/Vinheta - Faz o L.mp3,Vinheta - Faz o L,-3.2
Vinheta - Faz o L - word 2,Memes,00:00:01.040,00:00:03.860,sounds/Memes/Vinheta - Faz o L.mp3,Vinheta - Faz o L,-3.5
Vou Chegar Igual o Taz Mania,Memes,00:00:00.000,00:00:10.240,sounds/Memes/Vou Chegar Igual o Taz Mania.mp3,,-9.9
Vou Chegar Igual o Taz Mania - part 1,Memes,00:00:00.000,00:00:02.560,sounds/Memes/Vou Chegar Igual o Taz Mania.mp3,Vou Chegar Igual o Taz Mania,-10.5
Vou Chegar Igual o Taz Mania - part 2,Memes,00:00:02.560,00:00:05.120,sounds/Memes/Vou Chegar Igual o Taz Mania.mp3,Vou Chegar Igual o Taz Mania,-10.2
Vou Chegar Igual o Taz Mania - part 3,Memes,00:00:05.120,00:00:07.680,sounds/Memes/Vou Chegar Igual o Taz Mania.mp3,Vou Chegar Igual o Taz Mania,-9.9
Vou Chegar Igual o Taz Mania - part 4,Memes,00:00:07.680,00:00:10.240,sounds/Memes/Vou Chegar Igual o Taz Mania.mp3,Vou Chegar Igual o Taz Mania,-9.9
Vou te Comer,Memes,00:00:00.000,00:00:08.647,sounds/Memes/Vou te Comer.mp3,,-0.7
Vou te Comer - part 1,Memes,00:00:00.000,00:00:02.162,sounds/Memes/Vou te Comer.mp3,Vou te Comer,0.9
Vou te Comer - part 2,Memes,00:00:02.162,00:00:04.324,sounds/Memes/Vou te Comer.mp3,Vou te Comer,-0.0
Vou te Comer - part 3,Memes,00:00:04.324,00:00:06.485,sounds/Memes/Vou te Comer.mp3,Vou te Comer,-0.7
Vou te Comer - part 4,Memes,00:00:06.485,00:00:08.647,sounds/Memes/Vou te Comer.mp3,Vou te Comer,-0.7
Xaropinho - Rapaiz,Memes,00:00:00.000,00:00:01.985,sounds/Memes/Xaropinho - Rapaiz.mp3,,-0.5
Xaropinho - Rapaiz - part 1,Memes,00:00:00.000,00:00:00.496,sounds/Memes/Xaropinho - Rapaiz.mp3,Xaropinho - Rapaiz,-0.5
Xaropinho - Rapaiz - part 2,Memes,00:00:00.496,00:00:00.993,sounds/Memes/Xaropinho - Rapaiz.mp3,Xaropinho - Rapaiz,-0.5
Xaropinho - Rapaiz - part 3,Memes,00:00:00.993,00:00:01.489,sounds/Memes/Xaropinho - Rapaiz.mp3,Xaropinho - Rapaiz,-0.5
Xaropinho - Rapaiz - part 4,Memes,00:00:01.489,00:00:01.985,sounds/Memes/Xaropinho - Rapaiz.mp3,Xaropinho - Rapaiz,-0.5
Bom Dia O Sol Ja Nasceu na Fazendinha,Musicas,00:00:00.000,00:00:12.024,sounds/Musicas/Bom Dia O Sol Ja Nasceu na Fazendinha.mp3,,-0.2
Bom Dia O Sol Ja Nasceu na Fazendinha - part 1,Musicas,00:00:00.000,00:00:03.006,sounds/Musicas/Bom Dia O Sol Ja Nasceu na Fazendinha.mp3,Bom Dia O Sol Ja Nasceu na Fazendinha,-0.3
Bom Dia O Sol Ja Nasceu na Fazendinha - part 2,Musicas,00:00:03.006,00:00:06.012,sounds/Musicas/Bom Dia O Sol Ja Nasceu na Fazendinha.mp3,Bom Dia O Sol Ja Nasceu na Fazendinha,-0.1
Bom Dia O Sol Ja Nasceu na Fazendinha - part 3,Musicas,00:00:06.012,00:00:09.018,sounds/Musicas/Bom Dia O Sol Ja Nasceu na Fazendinha.mp3,Bom Dia O Sol Ja Nasceu na Fazendinha,-0.2
Bom Dia O Sol Ja Nasceu na Fazendinha - part 4,Musicas,00:00:09.018,00:00:12.024,sounds/Musicas/Bom Dia O Sol Ja Nasceu na Fazendinha.mp3,Bom Dia O Sol Ja Nasceu na Fazendinha,-0.2
Careless Whisper,Musicas,00:00:00.000,00:00:14.106,sounds/Musicas/Careless Whisper.mp3,,-1.8
Careless Whisper - part 1,Musicas,00:00:00.000,00:00:03.526,sounds/Musicas/Careless Whisper.mp3,Careless Whisper,-1.8
Careless Whisper - part 2,Musicas,00:00:03.526,00:00:07.053,sounds/Musicas/Careless Whisper.mp3,Careless Whisper,-1.6
Careless Whisper - part 3,Musicas,00:00:07.053,00:00:10.579,sounds/Musicas/Careless Whisper.mp3,Careless Whisper,-1.6
Careless Whisper - part 4,Musicas,00:00:10.579,00:00:14.106,sounds/Musicas/Careless Whisper.mp3,Careless Whisper,-1.8
Russian Anthem,Musicas,00:00:00.000,00:00:13.061,sounds/Musicas/Russian Anthem.mp3,,6.9
Russian Anthem - part 1,Musicas,00:00:00.000,00:00:03.265,sounds/Musicas/Russian Anthem.mp3,Russian Anthem,6.8
Russian Anthem - part 2,Musicas,00:00:03.265,00:00:06.530,sounds/Musicas/Russian Anthem.mp3,Russian Anthem,7.8
Russian Anthem - part 3,Musicas,00:00:06.530,00:00:09.796,sounds/Musicas/Russian Anthem.mp3,Russian Anthem,7.4
Russian Anthem - part 4,Musicas,00:00:09.796,00:00:13.061,sounds/Musicas/Russian Anthem.mp3,Russian Anthem,6.9
Song - Run,Musicas,00:00:00.000,00:00:08.256,sounds/Musicas/Song - Run.mp3,,-9.2
Song - Run - part 1,Musicas,00:00:00.000,00:00:02.064,sounds/Musicas/Song - Run.mp3,Song - Run,-8.6
Song - Run - part 2,Musicas,00:00:02.064,00:00:04.128,sounds/Musicas/Song - Run.mp3,Song - Run,-8.9
Song - Run - part 3,Musicas,00:00:04.128,00:00:06.192,sounds/Musicas/Song - Run.mp3,Song - Run,-9.2
Song - Run - part 4,Musicas,00:00:06.192,00:00:08.256,sounds/Musicas/Song - Run.mp3,Song - Run,-9.2
Tokio Drift,Musicas,00:00:00.000,00:00:06.766,sounds/Musicas/Tokio Drift.mp3,,-2.1
Tokio Drift - part 1,Musicas,00:00:00.000,00:00:01.692,sounds/Musicas/Tokio Drift.mp3,Tokio Drift,2.1
Tokio Drift - part 2,Musicas,00:00:01.692,00:00:03.383,sounds/Musicas/Tokio Drift.mp3,Tokio Drift,-0.8
Tokio Drift - part 3,Musicas,00:00:03.383,00:00:05.075,sounds/Musicas/Tokio Drift.mp3,Tokio Drift,-2.1
Tokio Drift - part 4,Musicas,00:00:05.075,00:00:06.766,sounds/Musicas/Tokio Drift.mp3,Tokio Drift,-2.1
Uma Rapariga É Bom,Musicas,00:00:00.000,00:00:17.816,sounds/Musicas/Uma Rapariga É Bom.mp3,,-1.6
Uma Rapariga É Bom - part 1,Musicas,00:00:00.000,00:00:04.454,sounds/Musicas/Uma Rapariga É Bom.mp3,Uma Rapariga É Bom,-1.7
Uma Rapariga É Bom - part 2,Musicas,00:00:04.454,00:00:08.908,sounds/Musicas/Uma Rapariga É Bom.mp3,Uma Rapariga É Bom,-1.7
Uma Rapariga É Bom - part 3,Musicas,00:00:08.908,00:00:13.362,sounds/Musicas/Uma Rapariga É Bom.mp3,Uma Rapariga É Bom,-1.6
Uma Rapariga É Bom - part 4,Musicas,00:00:13.362,00:00:17.816,sounds/Musicas/Uma Rapariga É Bom.mp3,Uma Rapariga É Bom,-1.6
Welcome To The Mato,Musicas,00:00:00.000,00:00:15.229,sounds/Musicas/Welcome To The Mato.mp3,,-8.5
Welcome To The Mato - part 1,Musicas,00:00:00.000,00:00:03.807,sounds/Musicas/Welcome To The Mato.mp3,Welcome To The Mato,-7.8
Welcome To The Mato - part 2,Musicas,00:00:03.807,00:00:07.614,sounds/Musicas/Welcome To The Mato.mp3,Welcome To The Mato,-8.1
Welcome To The Mato - part 3,Musicas,00:00:07.614,00:00:11.422,sounds/Musicas/Welcome To The Mato.mp3,Welcome To The Mato,-8.4
Welcome To The Mato - part 4,Musicas,00:00:11.422,00:00:15.229,sounds/Musicas/Welcome To The Mato.mp3,Welcome To The Mato,-8.5
Winx Funk,Musicas,00:00:00.000,00:00:19.174,sounds/Musicas/Winx Funk.mp3,,-8.0
Winx Funk - part 1,Musicas,00:00:00.000,00:00:04.793,sounds/Musicas/Winx Funk.mp3,Winx Funk,-7.3
Winx Funk - part 2,Musicas,00:00:04.793,00:00:09.587,sounds/Musicas/Winx Funk.mp3,Winx Funk,-7.7
Winx Funk - part 3,Musicas,00:00:09.587,00:00:14.380,sounds/Musicas/Winx Funk.mp3,Winx Funk,-7.8
Winx Funk - part 4,Musicas,00:00:14.380,00:00:19.174,sounds/Musicas/Winx Funk.mp3,Winx Funk,-8.0
tu-tu-tu-du-max-verstappen,Musicas,00:00:00.000,00:00:07.654,sounds/Musicas/tu-tu-tu-du-max-verstappen.mp3,,-3.0
tu-tu-tu-du-max-verstappen - part 1,Musicas,00:00:00.000,00:00:01.913,sounds/Musicas/tu-tu-tu-du-max-verstappen.mp3,tu-tu-tu-du-max-verstappen,-3.3
tu-tu-tu-du-max-verstappen - part 2,Musicas,00:00:01.913,00:00:03.827,sounds/Musicas/tu-tu-tu-du-max-verstappen.mp3,tu-tu-tu-du-max-verstappen,-3.1
tu-tu-tu-du-max-verstappen - part 3,Musicas,00:00:03.827,00:00:05.740,sounds/Musicas/tu-tu-tu-du-max-verstappen.mp3,tu-tu-tu-du-max-verstappen,-3.0
tu-tu-tu-du-max-verstappen - part 4,Musicas,00:00:05.740,00:00:07.654,sounds/Musicas/tu-tu-tu-du-max-verstappen.mp3,tu-tu-tu-du-max-verstappen,-3.0
2 Horas Depois,Roast,00:00:00.000,00:00:02.026,sounds/Roast/2 Horas Depois.mp3,,-6.2
BYD,Roast,00:00:00.000,00:00:12.981,sounds/Roast/BYD.mp3,,-1.4
BYD - part 1,Roast,00:00:00.000,00:00:03.245,sounds/Roast/BYD.mp3,BYD,-1.4
BYD - part 2,Roast,00:00:03.245,00:00:06.490,sounds/Roast/BYD.mp3,BYD,-1.5
BYD - part 3,Roast,00:00:06.490,00:00:09.736,sounds/Roast/BYD.mp3,BYD,-1.4
BYD - part 4,Roast,00:00:09.736,00:00:12.981,sounds/Roast/BYD.mp3,BYD,-1.4
Cala Sua Boca e Não Fala Comigo,Roast,00:00:00.000,00:00:08.751,sounds/Roast/Cala Sua Boca e Não Fala Comigo.mp3,,-8.1
Cala Sua Boca e Não Fala Comigo - part 1,Roast,00:00:00.000,00:00:02.188,sounds/Roast/Cala Sua Boca e Não Fala Comigo.mp3,Cala Sua Boca e Não Fala Comigo,-7.1
Cala Sua Boca e Não Fala Comigo - part 2,Roast,00:00:02.188,00:00:04.375,sounds/Roast/Cala Sua Boca e Não Fala Comigo.mp3,Cala Sua Boca e Não Fala Comigo,-7.6
Cala Sua Boca e Não Fala Comigo - part 3,Roast,00:00:04.375,00:00:06.563,sounds/Roast/Cala Sua Boca e Não Fala Comigo.mp3,Cala Sua Boca e Não Fala Comigo,-8.1
Cala Sua Boca e Não Fala Comigo - part 4,Roast,00:00:06.563,00:00:08.751,sounds/Roast/Cala Sua Boca e Não Fala Comigo.mp3,Cala Sua Boca e Não Fala Comigo,-8.1
Cala a Boca Bando de Corno,Roast,00:00:00.000,00:00:02.436,sounds/Roast/Cala a Boca Bando de Corno.mp3,,-11.6
Corte Rapido Tramontina,Roast,00:00:00.000,00:00:04.049,sounds/Roast/Corte Rapido Tramontina.mp3,,-3.4
Corte Rapido Tramontina - word 1,Roast,00:00:00.020,00:00:01.300,sounds/Roast/Corte Rapido Tramontina.mp3,Corte Rapido Tramontina,-3.4
Corte Rapido Tramontina - word 2,Roast,00:00:01.360,00:00:01.840,sounds/Roast/Corte Rapido Tramontina.mp3,Corte Rapido Tramontina,-3.4
Corte Rapido Tramontina - word 3,Roast,00:00:02.040,00:00:03.820,sounds/Roast/Corte Rapido Tramontina.mp3,Corte Rapido Tramontina,-3.4
Enfiou o Patati Patata no Cu,Roast,00:00:00.000,00:00:09.567,sounds/Roast/Enfiou o Patati Patata no Cu.mp3,,-5.3
Enfiou o Patati Patata no Cu - part 1,Roast,00:00:00.000,00:00:02.392,sounds/Roast/Enfiou o Patati Patata no Cu.mp3,Enfiou o Patati Patata no Cu,-5.5
Enfiou o Patati Patata no Cu - part 2,Roast,00:00:02.392,00:00:04.784,sounds/Roast/Enfiou o Patati Patata no Cu.mp3,Enfiou o Patati Patata no Cu,-5.5
Enfiou o Patati Patata no Cu - part 3,Roast,00:00:04.784,00:00:07.175,sounds/Roast/Enfiou o Patati Patata no Cu.mp3,Enfiou o Patati Patata no Cu,-5.3
Enfiou o Patati Patata no Cu - part 4,Roast,00:00:07.175,00:00:09.567,sounds/Roast/Enfiou o Patati Patata no Cu.mp3,Enfiou o Patati Patata no Cu,-5.3
Eu Tenho Probleminha,Roast,00:00:00.000,00:00:07.067,sounds/Roast/Eu Tenho Probleminha.mp3,,10.6
Eu Tenho Probleminha - part 1,Roast,00:00:00.000,00:00:01.767,sounds/Roast/Eu Tenho Probleminha.mp3,Eu Tenho Probleminha,9.8
Eu Tenho Probleminha - part 2,Roast,00:00:01.767,00:00:03.534,sounds/Roast/Eu Tenho Probleminha.mp3,Eu Tenho Probleminha,10.1
Eu Tenho Probleminha - part 3,Roast,00:00:03.534,00:00:05.300,sounds/Roast/Eu Tenho Probleminha.mp3,Eu Tenho Probleminha,10.6
Eu Tenho Probleminha - part 4,Roast,00:00:05.300,00:00:07.067,sounds/Roast/Eu Tenho Probleminha.mp3,Eu Tenho Probleminha,10.6
FDP Vc Pq Nao Trabalha,Roast,00:00:00.000,00:00:04.045,sounds/Roast/FDP Vc Pq Nao Trabalha.mp3,,-12.0
FDP Vc Pq Nao Trabalha - word 1,Roast,00:00:00.000,00:00:02.600,sounds/Roast/FDP Vc Pq Nao Trabalha.mp3,FDP Vc Pq Nao Trabalha,-12.0
FDP Vc Pq Nao Trabalha - word 2,Roast,00:00:02.980,00:00:03.940,sounds/Roast/FDP Vc Pq Nao Trabalha.mp3,FDP Vc Pq Nao Trabalha,-12.0
Fala Ate Papagaio Fala,Roast,00:00:00.000,00:00:02.500,sounds/Roast/Fala Ate Papagaio Fala.mp3,,-2.9
Faustao - Erou,Roast,00:00:00.000,00:00:00.696,sounds/Roast/Faustao - Erou.mp3,,7.0
Faustao - Erou - part 1,Roast,00:00:00.000,00:00:00.348,sounds/Roast/Faustao - Erou.mp3,Faustao - Erou,7.0
Faustao - Erou - part 2,Roast,00:00:00.348,00:00:00.696,sounds/Roast/Faustao - Erou.mp3,Faustao - Erou,7.0
Faustão - Ce Vai Morrer,Roast,00:00:00.000,00:00:01.153,sounds/Roast/Faustão - Ce Vai Morrer.mp3,,4.0
Faustão - Ce Vai Morrer - part 1,Roast,00:00:00.000,00:00:00.288,sounds/Roast/Faustão - Ce Vai Morrer.mp3,Faustão - Ce Vai Morrer,4.0
Faustão - Ce Vai Morrer - part 2,Roast,00:00:00.288,00:00:00.577,sounds/Roast/Faustão - Ce Vai Morrer.mp3,Faustão - Ce Vai Morrer,4.0
Faustão - Ce Vai Morrer - part 3,Roast,00:00:00.577,00:00:00.865,sounds/Roast/Faustão - Ce Vai Morrer.mp3,Faustão - Ce Vai Morrer,4.0
Faustão - Ce Vai Morrer - part 4,Roast,00:00:00.865,00:00:01.153,sounds/Roast/Faustão - Ce Vai Morrer.mp3,Faustão - Ce Vai Morrer,4.0
Ja Olhou Pra Alguem Oq Passa Na Cabeca Dela,Roast,00:00:00.000,00:00:03.500,sounds/Roast/Ja Olhou Pra Alguem Oq Passa Na Cabeca Dela.mp3,,5.2
Ja Olhou Pra Alguem Oq Passa Na Cabeca Dela - word 1,Roast,00:00:00.000,00:00:01.400,sounds/Roast/Ja Olhou Pra Alguem Oq Passa Na Cabeca Dela.mp3,Ja Olhou Pra Alguem Oq Passa Na Cabeca Dela,5.2
Ja Olhou Pra Alguem Oq Passa Na Cabeca Dela - word 2,Roast,00:00:01.480,00:00:02.000,sounds/Roast/Ja Olhou Pra Alguem Oq Passa Na Cabeca Dela.mp3,Ja Olhou Pra Alguem Oq Passa Na Cabeca Dela,5.2
Ja Olhou Pra Alguem Oq Passa Na Cabeca Dela - word 3,Roast,00:00:02.060,00:00:03.500,sounds/Roast/Ja Olhou Pra Alguem Oq Passa Na Cabeca Dela.mp3,Ja Olhou Pra Alguem Oq Passa Na Cabeca Dela,5.2
Lapada Seca Do Carai,Roast,00:00:00.000,00:00:06.648,sounds/Roast/Lapada Seca Do Carai.mp3,,-1.8
Lapada Seca Do Carai - part 1,Roast,00:00:00.000,00:00:01.662,sounds/Roast/Lapada Seca Do Carai.mp3,Lapada Seca Do Carai,-2.5
Lapada Seca Do Carai - part 2,Roast,00:00:01.662,00:00:03.324,sounds/Roast/Lapada Seca Do Carai.mp3,Lapada Seca Do Carai,-2.1
Lapada Seca Do Carai - part 3,Roast,00:00:03.324,00:00:04.986,sounds/Roast/Lapada Seca Do Carai.mp3,Lapada Seca Do Carai,-1.8
Lapada Seca Do Carai - part 4,Roast,00:00:04.986,00:00:06.648,sounds/Roast/Lapada Seca Do Carai.mp3,Lapada Seca Do Carai,-1.8
Lixo Lixo Super Lixo,Roast,00:00:00.000,00:00:04.139,sounds/Roast/Lixo Lixo Super Lixo.mp3,,12.0
Lixo Lixo Super Lixo - word 1,Roast,00:00:00.000,00:00:02.940,sounds/Roast/Lixo Lixo Super Lixo.mp3,Lixo Lixo Super Lixo,12.0
Lixo Lixo Super Lixo - word 2,Roast,00:00:03.020,00:00:04.040,sounds/Roast/Lixo Lixo Super Lixo.mp3,Lixo Lixo Super Lixo,12.0
MDS Não Sobrou Nada,Roast,00:00:00.000,00:00:03.189,sounds/Roast/MDS Não Sobrou Nada.mp3,,-11.9
Miranha - Quem Disse Que e Problema Meu,Roast,00:00:00.000,00:00:02.534,sounds/Roast/Miranha - Quem Disse Que e Problema Meu.mp3,,7.1
Nao Sobrou Nada,Roast,00:00:00.000,00:00:03.189,sounds/Roast/Nao Sobrou Nada.mp3,,-11.9
Quem Manda Nessa Porra Sou Eu,Roast,00:00:00.000,00:00:04.992,sounds/Roast/Quem Manda Nessa Porra Sou Eu.mp3,,0.4
Quem Nao Tem As Manha Nao Entra Nao,Roast,00:00:00.000,00:00:17.110,sounds/Roast/Quem Nao Tem As Manha Nao Entra Nao.mp3,,-3.4
Quem Nao Tem As Manha Nao Entra Nao - part 1,Roast,00:00:00.000,00:00:04.277,sounds/Roast/Quem Nao Tem As Manha Nao Entra Nao.mp3,Quem Nao Tem As Manha Nao Entra Nao,-3.8
Quem Nao Tem As Manha Nao Entra Nao - part 2,Roast,00:00:04.277,00:00:08.555,sounds/Roast/Quem Nao Tem As Manha Nao Entra Nao.mp3,Quem Nao Tem As Manha Nao Entra Nao,-2.9
Quem Nao Tem As Manha Nao Entra Nao - part 3,Roast,00:00:08.555,00:00:12.832,sounds/Roast/Quem Nao Tem As Manha Nao Entra Nao.mp3,Quem Nao Tem As Manha Nao Entra Nao,-4.1
Quem Nao Tem As Manha Nao Entra Nao - part 4,Roast,00:00:12.832,00:00:17.110,sounds/Roast/Quem Nao Tem As Manha Nao Entra Nao.mp3,Quem Nao Tem As Manha Nao Entra Nao,-3.4
Quem foi o filho da puta,Roast,00:00:00.000,00:00:02.273,sounds/Roast/Quem foi o filho da puta.mp3,,-2.0
Remember we will be watching,Roast,00:00:00.000,00:00:04.481,sounds/Roast/Remember we will be watching.mp3,,5.3
Remember we will be watching - word 1,Roast,00:00:00.020,00:00:03.340,sounds/Roast/Remember we will be watching.mp3,Remember we will be watching,5.3
Remember we will be watching - word 2,Roast,00:00:03.380,00:00:04.481,sounds/Roast/Remember we will be watching.mp3,Remember we will be watching,5.3
Sena - Aqui é Democracia,Roast,00:00:00.000,00:00:02.242,sounds/Roast/Sena - Aqui é Democracia.mp3,,0.6
Serviço de FDP,Roast,00:00:00.000,00:00:18.000,sounds/Roast/Serviço de FDP.mp3,,-0.4
Serviço de FDP - part 1,Roast,00:00:00.000,00:00:04.500,sounds/Roast/Serviço de FDP.mp3,Serviço de FDP,0.2
Serviço de FDP - part 2,Roast,00:00:04.500,00:00:09.000,sounds/Roast/Serviço de FDP.mp3,Serviço de FDP,-0.7
Serviço de FDP - part 3,Roast,00:00:09.000,00:00:13.500,sounds/Roast/Serviço de FDP.mp3,Serviço de FDP,-0.5
Serviço de FDP - part 4,Roast,00:00:13.500,00:00:18.000,sounds/Roast/Serviço de FDP.mp3,Serviço de FDP,-0.4
Smzinho - Cala Boca Menino,Roast,00:00:00.000,00:00:01.248,sounds/Roast/Smzinho - Cala Boca Menino.mp3,,-9.4
Smzinho - Cala Boca Menino - part 1,Roast,00:00:00.000,00:00:00.312,sounds/Roast/Smzinho - Cala Boca Menino.mp3,Smzinho - Cala Boca Menino,-9.4
Smzinho - Cala Boca Menino - part 2,Roast,00:00:00.312,00:00:00.624,sounds/Roast/Smzinho - Cala Boca Menino.mp3,Smzinho - Cala Boca Menino,-9.4
Smzinho - Cala Boca Menino - part 3,Roast,00:00:00.624,00:00:00.936,sounds/Roast/Smzinho - Cala Boca Menino.mp3,Smzinho - Cala Boca Menino,-9.4
Smzinho - Cala Boca Menino - part 4,Roast,00:00:00.936,00:00:01.248,sounds/Roast/Smzinho - Cala Boca Menino.mp3,Smzinho - Cala Boca Menino,-9.4
Ta Bom Vc Fala Demais,Roast,00:00:00.000,00:00:09.796,sounds/Roast/Ta Bom Vc Fala Demais.mp3,,-1.7
Ta Bom Vc Fala Demais - part 1,Roast,00:00:00.000,00:00:02.449,sounds/Roast/Ta Bom Vc Fala Demais.mp3,Ta Bom Vc Fala Demais,-1.1
